team_abbreviation_home,team_abbreviation_away,season_type,label,min_avg5,fg_pct_home_avg5,fg3_pct_home_avg5,ft_pct_home_avg5,oreb_home_avg5,dreb_home_avg5,reb_home_avg5,ast_home_avg5,stl_home_avg5,blk_home_avg5,tov_home_avg5,pf_home_avg5,pts_home_avg5,home_wl_pre5,fg_pct_away_avg5,fg3_pct_away_avg5,ft_pct_away_avg5,oreb_away_avg5,dreb_away_avg5,reb_away_avg5,ast_away_avg5,stl_away_avg5,blk_away_avg5,tov_away_avg5,pf_away_avg5,pts_away_avg5,away_wl_pre5
ORL,MEM,Regular Season,1,240.0,0.427,0.3795999999999999,0.8392,9.4,29.0,38.4,19.8,8.0,4.4,10.0,17.2,107.4,WWWLL,0.4946,0.4176000000000001,0.8078,7.2,27.6,34.8,28.8,9.6,4.0,10.2,19.0,110.2,LWWWW
CLE,IND,Regular Season,1,240.0,0.4884,0.3352,0.6592,10.6,35.0,45.6,24.0,7.2,4.6,12.0,16.8,104.6,WLLWL,0.4936,0.3828,0.6606000000000002,9.6,28.8,38.4,22.2,7.6,3.4,14.6,18.2,101.8,LWWWL
UTA,SAC,Regular Season,0,245.0,0.4568,0.3656,0.7165999999999999,10.2,31.6,41.8,16.8,7.6,5.2,13.8,20.8,98.2,LLLLW,0.4578000000000001,0.367,0.6986000000000001,11.0,38.6,49.6,24.6,10.2,3.8,16.4,20.2,109.2,WWWWL
DAL,NYK,Regular Season,0,240.0,0.4484,0.2132,0.6866,15.0,26.2,41.2,19.2,6.2,4.8,16.8,25.0,92.4,LLWLL,0.4774,0.283,0.7628,11.2,24.2,35.4,23.8,7.4,3.2,15.8,23.4,98.0,WLWWW
UTA,SEA,Regular Season,1,240.0,0.4866,0.5286000000000001,0.7654,12.2,30.6,42.8,25.8,7.2,8.6,14.0,22.4,99.6,LLLLW,0.458,0.2736,0.7592,9.8,30.0,39.8,17.2,6.6,3.4,14.0,19.2,94.8,WWWWL
DEN,NJN,Regular Season,1,250.0,0.4562,0.424,0.7438,13.8,29.2,43.0,27.2,5.8,5.8,14.4,19.8,102.6,WWWLW,0.422,0.2858,0.6162000000000001,12.4,27.4,39.8,16.6,8.6,5.4,18.4,24.2,80.0,WWLWW
UTA,MIN,Regular Season,1,245.0,0.4858,0.4120000000000001,0.6636,11.4,37.6,49.0,18.6,8.2,4.6,13.4,17.0,102.8,LLLLW,0.407,0.2958,0.783,9.2,36.2,45.4,22.6,6.2,4.8,12.2,21.2,95.8,LLWWW
SAC,DAL,Regular Season,1,240.0,0.4988,0.355,0.7268,14.2,30.2,44.4,26.0,7.2,10.2,14.0,22.2,106.8,LWWLL,0.5166000000000001,0.1524,0.7584,13.4,31.8,45.2,25.6,8.0,6.2,15.6,24.2,116.4,WLWWW
DEN,GOS,Regular Season,1,240.0,0.5104,0.3,0.6734,10.4,34.4,44.8,22.0,8.4,11.0,16.8,22.8,108.8,WWWLW,0.4976000000000001,0.3641999999999999,0.697,9.4,30.8,40.2,23.0,7.0,5.2,16.0,21.8,102.2,WLWLW
MIN,PHX,Regular Season,0,245.0,0.4434,0.2466,0.7696,16.0,28.6,44.6,23.8,8.0,7.8,12.0,21.4,93.6,LLWLW,0.518,0.3974,0.8225999999999999,10.0,27.4,37.4,23.6,7.8,6.4,11.8,21.2,112.6,LLWWW
WAS,SAC,Regular Season,1,240.0,0.4666,0.4516000000000001,0.7609999999999999,16.6,29.2,45.8,21.8,6.4,4.6,8.0,18.8,99.8,WLLWL,0.4604,0.3298,0.7024,10.4,25.6,36.0,22.6,8.0,5.6,16.0,18.8,90.8,WWWWL
CLE,NJN,Playoffs,1,240.0,0.4503999999999999,0.2744000000000001,0.6724,16.8,34.2,51.0,21.2,7.2,4.8,13.4,19.4,99.6,WLLWL,0.449,0.4105999999999999,0.7552,12.8,29.4,42.2,20.8,7.6,5.6,14.4,20.0,95.0,WWLWW
NJN,UTA,Regular Season,0,240.0,0.4018,0.3093999999999999,0.7876,14.4,27.6,42.0,19.2,8.0,3.8,14.4,18.4,93.8,LLLLL,0.4494000000000001,0.3352,0.789,7.8,29.2,37.0,18.8,9.6,6.0,16.2,18.4,90.2,WLWWW
ATL,ORL,Regular Season,1,240.0,0.4602,0.2824,0.7906,15.0,35.4,50.4,28.8,7.0,4.2,15.6,22.8,103.2,WLWLL,0.4194,0.3066000000000001,0.6832,22.8,28.4,51.2,20.0,8.0,7.6,16.8,23.6,97.0,WWLWW
SAS,NOP,Pre Season,0,240.0,0.4465999999999999,0.3544,0.7496,7.4,37.8,45.2,25.8,7.8,3.4,15.6,20.2,106.6,LWLWL,0.4524,0.368,0.7712,15.0,34.6,49.6,24.6,7.8,5.6,17.8,22.0,112.2,LLWLW
HOU,POR,Regular Season,0,240.0,0.3874,0.2732,0.6714,14.2,27.2,41.4,18.6,10.2,6.2,13.2,22.8,98.2,LLWLW,0.4318000000000001,0.3218,0.8150000000000001,8.6,33.8,42.4,21.8,7.4,5.0,15.4,23.2,111.6,LLWWW
ATL,IND,Playoffs,1,240.0,0.4906,0.4784,0.7485999999999999,14.8,29.4,44.2,29.6,8.4,8.4,13.6,24.0,110.2,WLWLL,0.502,0.1608,0.7078,13.8,28.6,42.4,28.4,9.2,6.8,17.0,24.2,109.8,LWWWL
NYK,PHI,Regular Season,1,240.0,0.4404,0.3206000000000001,0.6252000000000001,9.8,27.6,37.4,18.6,8.2,5.0,17.2,24.0,86.2,WWLWW,0.4128,0.3420000000000002,0.8236000000000001,16.8,31.2,48.0,19.8,7.2,6.2,14.4,21.4,98.4,LLWLW
TOR,MIN,Regular Season,1,240.0,0.438,0.4286,0.8164,13.0,33.4,46.4,24.0,8.0,5.0,13.6,22.6,102.6,LWWWW,0.465,0.3996,0.7664,11.8,31.8,43.6,18.2,6.0,3.8,14.4,20.6,101.4,LLWWW
SAS,MEM,Playoffs,0,240.0,0.4995999999999999,0.445,0.7502,11.2,31.6,42.8,23.4,6.0,4.2,12.4,19.8,108.8,LWLWL,0.4874,0.465,0.7148,10.6,27.6,38.2,22.6,5.4,4.6,15.8,23.6,96.4,LWWWW
WAS,CLE,Pre Season,0,240.0,0.4206,0.3526000000000001,0.7086,13.4,26.6,40.0,17.6,7.6,5.6,15.4,24.8,96.8,WLLWL,0.4534000000000001,0.2822,0.7196,17.2,24.6,41.8,22.2,7.4,4.6,12.2,25.6,106.4,WLLWW
MIL,BOS,Playoffs,0,240.0,0.4857999999999999,0.2788,0.7946,13.6,27.4,41.0,25.2,7.8,4.4,14.4,28.4,110.0,WLLWL,0.4704,0.4316,0.8262,11.4,31.0,42.4,25.4,7.6,4.6,14.2,24.2,109.8,WLWLL
POR,PHX,Playoffs,1,240.0,0.4864,0.4216000000000001,0.7422,12.4,32.6,45.0,26.0,8.0,5.4,13.4,21.0,99.6,LLLLL,0.4166,0.352,0.8012,13.6,29.6,43.2,23.8,8.2,3.0,14.4,22.0,94.8,LLWWW
IND,UTA,Regular Season,1,245.0,0.4192,0.4160000000000002,0.7535999999999999,14.8,31.6,46.4,24.8,7.2,5.6,15.0,20.8,91.0,LLWLL,0.4547999999999999,0.3162,0.7922,9.6,26.4,36.0,18.0,7.8,2.8,17.0,20.6,88.2,WLWWW
ATL,IND,Regular Season,0,240.0,0.4734000000000001,0.3122000000000001,0.7565999999999999,9.8,30.8,40.6,25.4,8.4,5.6,15.8,20.6,110.2,WLWLL,0.4102,0.3458,0.7981999999999999,12.4,34.0,46.4,22.6,6.8,3.6,13.0,19.6,100.4,LWWWL
CLE,LAC,Regular Season,1,240.0,0.4928,0.3768000000000001,0.7118,13.8,30.6,44.4,28.8,8.8,6.4,13.4,17.4,103.8,WLLWL,0.5134000000000001,0.45,0.7808,10.0,28.0,38.0,23.0,9.2,3.8,16.0,25.8,109.2,WLLWW
MIL,LAC,Regular Season,1,240.0,0.4668,0.2366,0.8583999999999999,17.2,26.6,43.8,25.2,11.2,2.8,18.0,24.4,116.2,WLLWL,0.4702,0.2085999999999999,0.7906000000000001,15.2,25.8,41.0,23.8,8.6,3.6,15.0,23.0,107.2,WLLWW
MIL,ORL,Regular Season,0,240.0,0.4044,0.1626,0.6370000000000001,16.0,27.0,43.0,24.4,9.8,4.2,13.4,23.6,87.4,WLLWL,0.4695999999999999,0.222,0.7270000000000001,10.0,27.0,37.0,26.4,10.2,2.4,19.0,20.6,98.8,WWLWW
BOS,IND,Regular Season,1,245.0,0.5034,0.4536000000000001,0.7776,10.6,29.8,40.4,28.0,7.8,5.8,13.2,22.8,108.0,WLLWL,0.4638,0.4131999999999999,0.7074,12.0,30.2,42.2,20.6,7.8,3.6,18.0,24.0,98.4,LWWWL
CLE,WAS,Regular Season,0,245.0,0.4488,0.2222000000000001,0.8214,9.4,31.0,40.4,22.4,7.0,3.8,15.0,20.8,89.0,WLLWL,0.4234,0.3414,0.7266,14.0,27.2,41.2,20.2,7.8,5.0,12.2,21.6,94.4,WWWWW
WAS,NYK,Regular Season,1,240.0,0.47,0.4486000000000001,0.677,10.0,34.2,44.2,23.4,9.0,5.0,13.0,20.4,98.8,WLLWL,0.4116000000000001,0.3049999999999999,0.724,11.0,31.0,42.0,23.2,8.4,3.6,14.0,20.0,92.0,WLWWW
ATL,CHI,Regular Season,0,240.0,0.4506000000000002,0.3170000000000001,0.7926,11.6,30.8,42.4,20.4,8.4,4.2,15.0,21.2,97.2,WLWLL,0.4221999999999999,0.2698,0.6359999999999999,14.0,29.8,43.8,21.2,8.6,5.2,14.4,23.4,85.2,LWLWL
DAL,GSW,Regular Season,0,240.0,0.4614000000000001,0.3134,0.7918,8.0,30.2,38.2,21.0,6.8,4.4,12.2,22.4,110.0,LLWLL,0.4768,0.3726,0.7454,6.0,34.6,40.6,29.6,7.4,4.4,13.2,22.2,113.4,LLWWW
UTA,CHA,Regular Season,0,240.0,0.4262,0.3274,0.7414000000000001,12.4,25.2,37.6,21.4,6.0,3.4,16.6,28.8,92.2,LLLLW,0.4532,0.4105999999999999,0.6342,11.2,28.2,39.4,20.8,9.0,5.2,12.8,23.8,95.8,LWLLL
LAL,SAS,Regular Season,0,245.0,0.4126,0.3058,0.742,16.4,31.8,48.2,22.6,10.4,4.8,13.6,22.2,98.4,WWWLL,0.465,0.4088,0.7452,11.0,25.8,36.8,25.8,7.4,4.2,13.6,23.8,99.6,WWLWL
GSW,HOU,Regular Season,0,240.0,0.4688,0.3742,0.7482,13.2,28.4,41.6,26.2,9.0,2.8,14.0,21.2,103.0,WLLWW,0.4628,0.4356000000000001,0.7472,8.4,31.8,40.2,19.8,6.6,1.8,12.2,22.8,100.4,WWWLL
POR,LAC,Regular Season,0,240.0,0.4414000000000001,0.3148000000000002,0.7548,9.2,31.6,40.8,21.2,8.2,5.2,13.0,20.0,103.8,LLLLL,0.4892000000000001,0.3593999999999999,0.7984,7.8,32.0,39.8,23.2,5.2,5.2,11.8,17.8,104.0,WLLWW
MIL,MIN,Pre Season,1,240.0,0.4101999999999999,0.3504,0.7118,15.0,29.0,44.0,20.4,6.6,3.8,21.2,26.6,91.4,WLLWL,0.4178,0.3418,0.7574,8.6,32.4,41.0,18.8,7.6,3.6,19.6,25.0,88.6,LLWWW
LAL,PHX,Regular Season,0,240.0,0.4714,0.3230000000000001,0.751,11.4,41.0,52.4,25.0,7.6,6.4,15.4,20.4,113.2,WWWLL,0.428,0.358,0.6679999999999999,11.0,30.4,41.4,19.2,11.0,3.4,14.2,21.8,98.0,LLWWW
DEN,NOP,Regular Season,1,250.0,0.5238,0.3869999999999999,0.8150000000000001,7.2,37.4,44.6,29.8,8.2,6.4,15.8,19.4,125.0,WWWLW,0.4638000000000001,0.3543999999999999,0.7098000000000001,10.0,29.2,39.2,29.2,6.8,4.8,15.4,16.6,108.2,LLWLW
ATL,WAS,Regular Season,0,245.0,0.4414000000000001,0.3438,0.7936,15.8,34.2,50.0,17.6,6.6,7.0,14.2,22.6,98.0,WLWLL,0.4244,0.3399999999999999,0.6728,15.4,28.4,43.8,19.4,7.8,3.6,15.4,24.4,92.4,WWWWW
MIL,WAS,Regular Season,0,255.0,0.4454000000000001,0.354,0.7298,11.2,30.6,41.8,24.4,5.8,4.2,12.4,27.4,104.6,WLLWL,0.4606,0.2870000000000002,0.7250000000000001,9.0,31.4,40.4,26.2,6.0,5.6,19.2,22.4,94.0,WWWWW
DEN,CHH,Regular Season,1,240.0,0.4274,0.2673999999999999,0.8375999999999999,21.4,32.6,54.0,24.8,10.4,4.8,13.4,29.0,118.0,WWWLW,0.4495999999999999,0.1666,0.7818,13.2,24.0,37.2,24.2,10.0,2.4,17.4,27.4,104.6,WLWWL
LAC,PHX,Regular Season,0,240.0,0.3734,0.259,0.7232000000000001,10.8,30.4,41.2,12.0,8.0,6.8,15.8,22.8,84.8,WWWLL,0.4556000000000001,0.3232,0.7452,15.0,31.6,46.6,23.0,10.2,7.0,19.8,24.8,98.6,LLWWW
SAC,LAL,Regular Season,1,240.0,0.4654000000000001,0.3322,0.6852,11.0,33.2,44.2,21.8,7.2,6.2,12.8,19.4,103.0,LWWLL,0.4382,0.3224,0.6776,11.6,28.8,40.4,21.0,6.8,6.2,11.6,16.0,94.0,LWWWW
ATL,NYK,Regular Season,0,240.0,0.4492000000000001,0.3862000000000001,0.7388,7.8,32.0,39.8,25.2,7.2,4.4,15.8,22.4,107.4,WLWLL,0.4366000000000001,0.3072,0.6567999999999999,9.0,34.2,43.2,20.0,8.2,8.0,11.0,21.6,100.8,WLWWW
MIN,DAL,Regular Season,0,240.0,0.4587999999999999,0.3109999999999999,0.7405999999999999,10.6,29.8,40.4,22.6,7.4,7.2,18.0,23.0,91.4,LLWLW,0.4598000000000001,0.3342,0.7758,14.0,28.8,42.8,24.4,9.6,4.4,13.2,21.0,101.4,WLWWW
SAS,DEN,Regular Season,1,240.0,0.476,0.3348,0.7594000000000001,10.4,31.0,41.4,20.4,8.6,5.8,12.0,17.8,99.0,LWLWL,0.4322000000000001,0.3481999999999999,0.7922,8.8,28.2,37.0,20.2,7.2,3.0,11.2,25.0,98.2,LLLLL
POR,PHX,Regular Season,1,245.0,0.4794,0.2988000000000001,0.7253999999999999,12.6,28.8,41.4,26.4,6.8,3.2,12.0,18.8,99.4,LLLLL,0.43,0.2583999999999999,0.7596,11.2,25.0,36.2,22.6,9.4,5.8,12.0,21.2,91.4,LLWWW
SAC,NYK,Regular Season,1,240.0,0.5446000000000002,0.3936,0.7878000000000001,8.8,32.8,41.6,29.0,6.8,2.6,11.6,18.4,128.0,LWWLL,0.4640000000000001,0.3359999999999999,0.7482,10.0,36.8,46.8,23.8,6.8,5.4,11.8,18.4,109.6,WLWWW
MIA,MIL,Regular Season,1,240.0,0.4666,0.2153999999999999,0.6782,17.8,29.8,47.6,26.2,7.4,4.6,17.8,23.6,103.6,WLLLL,0.4943999999999999,0.4548,0.7817999999999999,14.6,27.8,42.4,23.6,7.0,4.2,15.6,22.4,105.4,LLWWW
ORL,CLE,Regular Season,0,240.0,0.4198,0.2363999999999999,0.8154,13.4,24.2,37.6,17.8,7.4,6.2,17.0,22.6,85.2,WWWLL,0.4258,0.3216,0.7914000000000001,13.8,33.4,47.2,22.8,4.4,3.0,14.8,22.8,93.4,WLLWW
LAC,HOU,Regular Season,1,240.0,0.5182,0.3384,0.6607999999999999,8.2,25.0,33.2,29.2,11.0,3.8,12.6,20.2,105.8,WWWLL,0.4694000000000001,0.3672,0.7454,8.4,28.2,36.6,21.8,6.0,4.0,14.4,19.4,97.8,WWWLL
CHI,ATL,Regular Season,1,240.0,0.5436,0.446,0.766,12.4,29.0,41.4,31.0,9.8,6.2,16.0,21.2,110.0,LLWLW,0.4841999999999999,0.3492,0.7548,13.8,25.4,39.2,25.6,9.2,2.6,17.8,23.2,103.0,LWWWL
PHX,CHA,Regular Season,1,245.0,0.474,0.4258,0.853,9.0,31.4,40.4,23.2,5.6,5.8,15.0,21.6,110.0,WWWWL,0.4138,0.2731999999999999,0.8118000000000001,11.6,29.6,41.2,17.6,7.4,6.0,15.0,23.6,94.8,LWLLL
DET,CLE,Regular Season,0,240.0,0.5196000000000002,0.3346,0.788,11.8,30.6,42.4,23.0,6.2,4.4,16.2,21.0,104.6,LLLLL,0.4648,0.218,0.7754,8.8,26.4,35.2,20.8,7.8,3.8,12.6,20.2,91.4,WLLWW
PHI,DET,Regular Season,1,245.0,0.4834,0.3572,0.8126000000000001,11.0,37.0,48.0,26.2,6.8,5.8,10.8,18.0,118.0,WWLWL,0.4272,0.3607999999999999,0.7178,8.0,26.6,34.6,24.0,9.2,2.8,12.8,22.6,100.2,WWWLW
MIN,PHX,Regular Season,0,250.0,0.4798000000000001,0.3699999999999999,0.8135999999999999,12.8,31.8,44.6,29.2,10.2,3.8,15.6,23.6,105.0,LLWLW,0.4508,0.3733999999999999,0.8458,11.0,34.2,45.2,22.4,5.4,5.0,16.0,20.8,101.6,LLWWW
IND,PHI,Regular Season,0,245.0,0.4533999999999999,0.3716000000000001,0.8082,14.2,34.0,48.2,22.2,7.6,5.0,11.8,22.4,108.0,LLWLL,0.4928,0.3772,0.748,10.4,33.4,43.8,26.4,6.8,6.8,11.8,18.0,102.4,LLWLW
WAS,MIA,Regular Season,0,240.0,0.4706,0.3458000000000002,0.7594,8.8,33.8,42.6,26.4,6.8,3.8,13.6,26.0,118.8,WLLWL,0.473,0.3744,0.8054,7.0,39.2,46.2,26.6,7.6,2.8,18.6,22.8,109.2,WLWLW
MIN,ATL,Regular Season,1,250.0,0.4590000000000001,0.4499999999999999,0.7922,13.4,32.8,46.2,28.0,10.2,4.0,14.4,23.0,100.0,LLWLW,0.4118,0.236,0.6716,12.4,29.8,42.2,18.4,7.4,5.6,15.2,20.0,84.2,LWWWL
BOS,MIA,Regular Season,1,245.0,0.4314,0.3820000000000001,0.7872,15.8,23.4,39.2,23.6,10.0,4.4,16.4,25.0,98.6,WLLWL,0.4146000000000001,0.3786,0.751,12.2,29.6,41.8,20.2,6.0,5.8,15.0,24.2,89.2,WLWLW
LAC,IND,Regular Season,0,240.0,0.476,0.2682,0.6636,11.2,29.6,40.8,26.4,12.4,5.6,18.0,20.6,95.6,WWWLL,0.4406,0.3034,0.7664,10.8,26.6,37.4,21.2,6.6,3.2,12.0,24.6,94.4,LWWWL
DET,LAL,Regular Season,0,240.0,0.4790000000000001,0.2384,0.716,11.0,31.8,42.8,20.6,8.4,3.4,18.0,24.4,97.8,LLLLL,0.4594000000000001,0.2378,0.7794000000000001,9.4,34.4,43.8,21.4,8.6,4.6,14.8,20.6,98.6,LWWWW
ATL,ORL,Regular Season,0,245.0,0.4892000000000001,0.3278000000000001,0.7484,13.8,29.2,43.0,30.4,6.0,4.4,15.0,19.0,107.8,WLWLL,0.4754000000000001,0.3829999999999999,0.7430000000000001,7.8,34.4,42.2,22.6,9.0,4.2,14.0,20.6,103.8,WWLWW
CHI,DAL,Regular Season,0,240.0,0.4572,0.3928,0.645,8.2,29.2,37.4,20.0,8.8,3.4,16.4,22.0,89.2,LLWLW,0.483,0.4198000000000001,0.7802,11.8,27.2,39.0,21.2,7.8,3.8,12.0,21.4,103.6,WLWWW
ATL,MIA,Regular Season,1,240.0,0.4294000000000001,0.3542,0.7274,11.0,31.2,42.2,18.6,7.2,4.4,13.4,20.6,92.8,WLWLL,0.4712,0.3996,0.6506000000000001,8.4,29.2,37.6,22.0,7.6,4.0,11.8,21.0,97.6,WLWLW
NYK,LAL,Regular Season,0,240.0,0.4614,0.18,0.7051999999999999,13.2,28.0,41.2,22.6,7.2,2.8,18.6,23.0,94.8,WWLWW,0.5292000000000001,0.6082,0.7234,13.6,32.6,46.2,27.4,11.0,3.6,19.8,22.8,115.2,LWWWW
ATL,WAS,Regular Season,1,240.0,0.511,0.0733999999999999,0.8138,15.8,29.0,44.8,31.6,9.2,7.4,14.4,27.2,115.2,WLWLL,0.4427999999999999,0.2784,0.6726,16.4,26.8,43.2,20.0,10.8,6.2,19.2,24.2,100.6,WWWWW
LAC,SAN,Regular Season,0,240.0,0.45,0.3024,0.7156,13.8,25.2,39.0,20.2,10.2,4.0,14.4,27.2,97.0,WWWLL,0.507,0.3758,0.697,13.8,27.0,40.8,23.8,10.2,4.6,12.8,22.4,109.6,WWLWL
MIN,LAL,Playoffs,0,240.0,0.5196000000000001,0.472,0.751,8.6,34.6,43.2,28.4,5.8,4.6,14.4,20.0,106.4,LLWLW,0.4258,0.2598,0.6896,9.4,31.8,41.2,16.4,9.2,4.8,16.6,25.4,85.2,LWWWW
DEN,ORL,Regular Season,1,240.0,0.4474,0.3554,0.7582000000000001,13.2,36.4,49.6,27.8,9.4,11.0,16.0,19.6,104.4,WWWLW,0.4384,0.3260000000000002,0.8102,12.4,29.4,41.8,19.0,7.6,3.8,12.4,18.0,90.6,WWLWW
MIL,DEN,Regular Season,0,240.0,0.4735999999999999,0.372,0.6721999999999999,12.0,29.4,41.4,20.6,6.6,3.0,14.8,24.0,102.6,WLLWL,0.4332,0.4072,0.7314,9.6,30.0,39.6,21.4,7.4,3.6,18.8,25.4,89.0,LLLLL
CHI,MIL,Playoffs,1,240.0,0.4152,0.3224000000000001,0.7418,12.6,39.0,51.6,21.6,7.6,7.2,15.6,17.4,97.4,LLWLW,0.4518000000000001,0.3314,0.6766,9.6,31.6,41.2,21.4,12.2,5.6,14.6,22.4,97.8,LLWWW
MIL,IND,Regular Season,1,240.0,0.4609999999999999,0.3374,0.7922,14.0,32.6,46.6,27.2,14.0,6.8,14.0,26.4,112.2,WLLWL,0.4427999999999999,0.2666,0.6684,18.4,26.2,44.6,20.8,8.6,3.6,14.6,22.2,95.4,LWWWL
MIA,LAL,Regular Season,0,240.0,0.4338000000000001,0.3192,0.792,9.2,29.2,38.4,18.0,9.2,5.2,13.2,22.2,89.4,WLLLL,0.4050000000000001,0.3073999999999999,0.7487999999999999,10.6,27.2,37.8,15.8,6.2,5.4,11.6,22.4,81.4,LWWWW
SAS,HOU,Regular Season,1,240.0,0.5092000000000001,0.4182,0.8272,8.4,36.2,44.6,29.6,9.4,5.8,14.2,18.0,123.2,LWLWL,0.4973999999999999,0.4656,0.8837999999999999,9.8,32.2,42.0,26.4,7.2,4.8,11.4,23.4,126.0,WWWLL
POR,GOS,Regular Season,1,245.0,0.5025999999999999,0.3332,0.7804,11.2,30.4,41.6,30.0,10.4,6.2,15.0,21.4,120.0,LLLLL,0.4672,0.3021999999999999,0.7516,11.2,28.4,39.6,21.8,7.6,7.6,13.2,22.8,99.4,WLWLW
PHX,GSW,Regular Season,1,240.0,0.5192000000000001,0.3410000000000001,0.8277999999999999,10.8,32.2,43.0,26.6,2.6,6.6,14.6,22.6,116.2,WWWWL,0.4775999999999999,0.382,0.7776,12.0,32.6,44.6,19.8,10.2,4.2,10.2,25.0,119.4,LLWWW
TOR,CHH,Regular Season,0,240.0,0.394,0.3754,0.8412,14.8,29.8,44.6,21.0,7.6,8.4,10.8,18.6,91.4,LWWWW,0.4702,0.376,0.779,10.2,33.8,44.0,21.8,6.4,6.6,10.6,20.2,102.6,WLWWL
NJN,BOS,Regular Season,0,240.0,0.4216000000000001,0.2237999999999999,0.7596,8.6,28.8,37.4,16.4,7.8,4.0,13.6,22.8,88.4,LLLLL,0.4952,0.3928,0.702,10.4,32.4,42.8,23.0,6.2,3.4,14.0,21.8,99.8,WLWLL
PHI,ORL,Regular Season,1,245.0,0.4544,0.3998,0.6689999999999999,8.6,35.2,43.8,23.8,8.2,3.4,9.6,18.6,90.2,WWLWL,0.4622,0.2915999999999999,0.7862,11.6,33.8,45.4,15.8,9.0,6.8,18.4,19.6,100.6,WWLWW
BOS,DET,Regular Season,0,240.0,0.4843999999999999,0.3778000000000001,0.7514000000000001,13.6,26.6,40.2,25.6,9.6,4.4,12.6,20.8,102.4,WLLWL,0.4721999999999999,0.3292,0.7104,15.6,32.8,48.4,26.2,8.4,5.6,14.4,23.2,107.2,WWWLW
GSW,LAL,Regular Season,1,245.0,0.4631999999999999,0.4546,0.6876,16.4,35.2,51.6,21.8,8.2,6.0,18.8,22.8,100.6,WLLWW,0.4790000000000001,0.4298,0.6858000000000001,10.8,29.0,39.8,28.0,6.2,4.0,14.2,20.8,100.2,LWWWW
DEN,BOS,Regular Season,1,240.0,0.4608,0.3384,0.782,12.0,33.8,45.8,23.8,6.4,7.0,16.8,24.4,103.4,WWWLW,0.4664,0.4047999999999999,0.7924,11.4,32.8,44.2,21.2,8.0,4.8,12.4,22.6,104.0,WLWLL
GSW,OKC,Regular Season,0,240.0,0.4479999999999999,0.3316,0.7852,8.4,37.0,45.4,23.6,7.0,4.4,14.2,19.8,103.8,WLLWW,0.4444000000000001,0.3824,0.7724,9.0,33.8,42.8,27.4,7.0,4.6,16.6,21.2,104.6,WLWWL
PHX,POR,Regular Season,0,240.0,0.501,0.09,0.7412,11.6,31.0,42.6,29.4,8.6,5.2,21.6,26.0,108.2,WWWWL,0.4735999999999999,0.1266,0.7556,16.8,26.8,43.6,28.6,11.0,4.4,19.6,26.6,112.6,LLWWW
NJN,CLE,Playoffs,0,240.0,0.435,0.388,0.7578,8.4,33.2,41.6,23.6,6.2,2.2,16.8,21.6,90.6,LLLLL,0.438,0.3848,0.8012,8.4,33.0,41.4,18.8,6.8,3.2,12.8,20.8,91.0,WLLWW
PHI,LAC,Regular Season,1,240.0,0.4614,0.2784,0.6672,13.6,32.8,46.4,20.6,7.0,6.2,14.4,18.8,98.6,WWLWL,0.4721999999999999,0.4463999999999999,0.7348,11.4,27.0,38.4,22.2,9.2,4.8,17.0,22.4,101.0,WLLWW
MIL,NJN,Regular Season,1,240.0,0.4763999999999999,0.3364,0.7929999999999999,11.8,26.2,38.0,19.6,7.8,4.4,14.0,26.0,99.6,WLLWL,0.4349999999999999,0.2906,0.7548,13.2,29.8,43.0,19.2,9.0,4.4,17.6,23.6,93.2,WWLWW
GSW,OKC,Regular Season,1,240.0,0.4756,0.404,0.808,9.0,35.8,44.8,25.8,9.8,8.0,17.8,20.2,110.8,WLLWW,0.4871999999999999,0.3892,0.7406,8.2,33.4,41.6,22.0,6.8,4.4,16.0,24.4,102.8,WLWWL
MIA,DEN,Regular Season,1,240.0,0.4626000000000001,0.3461999999999999,0.7926,10.4,30.0,40.4,18.2,7.0,4.0,15.6,20.0,97.8,WLLLL,0.4694000000000001,0.3478,0.7390000000000001,10.2,28.2,38.4,20.0,6.8,5.2,15.2,26.6,101.2,LLLLL
NYK,ORL,Regular Season,1,245.0,0.537,0.2866000000000001,0.7206,12.6,34.0,46.6,32.0,8.0,2.2,15.0,24.8,110.6,WWLWW,0.4842000000000001,0.3143999999999999,0.7372,9.0,29.8,38.8,22.0,5.6,6.0,15.6,24.8,101.4,WWLWW
CLE,MIL,Regular Season,1,240.0,0.4756,0.0834,0.7542,16.8,28.4,45.2,24.6,10.2,7.8,16.2,18.8,112.2,WLLWL,0.4356,0.3046,0.7438,13.4,26.6,40.0,22.8,11.0,2.6,16.6,30.8,105.2,LLWWW
CLE,BOS,Regular Season,0,240.0,0.476,0.3216000000000001,0.8172,10.6,28.2,38.8,26.4,5.0,6.2,11.2,17.6,103.4,WLLWL,0.4746,0.2628,0.7596,14.2,28.6,42.8,26.6,11.0,4.2,17.0,27.4,111.6,WLWLL
SAC,DEN,Regular Season,0,240.0,0.4982,0.3888,0.7598,8.0,28.0,36.0,19.8,8.8,2.6,17.4,22.4,107.0,LWWLL,0.4712,0.4438000000000001,0.76,10.4,35.0,45.4,19.8,7.4,4.0,13.4,20.4,96.8,LLLLL
PHI,SAS,Regular Season,0,250.0,0.4185999999999999,0.3908,0.7981999999999999,11.0,32.0,43.0,20.4,9.6,3.4,15.8,26.4,97.0,WWLWL,0.3842000000000001,0.3998,0.7976000000000001,14.2,30.2,44.4,19.6,9.0,3.0,14.8,23.0,89.0,WWLWL
